Date,SPY C-to-C,BAC C-to-C,SPY O-to-C,BAC O-to-C
07/10/2002,-1.949096232,-3.733832628,-2.059720332,-4.023972881
08/10/2002,1.619980867,3.065913753,0.389165316,0.997213515
09/10/2002,-2.659911002,-5.777028604,-0.940027506,-4.211842061
10/10/2002,3.41225021,4.786106805,2.535675703,2.912997377
11/10/2002,3.897979171,4.673571582,1.038009703,0.040268413
14/10/2002,0.73370106,2.023895091,0.761918646,1.957153509
15/10/2002,4.566030357,8.261531683,0.991750992,2.64261713
16/10/2002,-2.37042738,1.491148765,-1.693609192,1.758549874
17/10/2002,2.151273517,3.025378263,-0.723819858,-0.105398036
18/10/2002,0.506676332,0.89730002,0.804506009,0.924780814
21/10/2002,1.841728861,1.560624904,2.506789732,2.218629127
22/10/2002,-1.08168504,-0.943171166,-0.01210178,-0.203826761
23/10/2002,0.711971902,0.686580196,0.804565653,1.32403833
24/10/2002,-1.559032809,-2.354657928,-1.859229697,-2.083628514
25/10/2002,1.649803732,2.168267739,2.091099514,2.835324017
28/10/2002,-0.7096911,-0.488436102,-1.98863757,-1.78809276
29/10/2002,-0.934870135,0.056837168,-0.74447954,-0.031648167
30/10/2002,1.054052591,1.357691764,0.9411299,0.994487717
31/10/2002,-0.68602856,-0.813291708,-0.727198677,-1.111375793
01/11/2002,1.882239802,0.727932711,2.35662146,1.456702424
04/11/2002,0.680751263,0.028371469,-0.64574414,-0.823331489
05/11/2002,0.872244277,0.991953078,0.742031308,0.889169946
06/11/2002,0.832503571,-0.96372449,0.994027552,0.139313345
07/11/2002,-2.282150601,-3.98441042,-1.646032638,-2.948089302
08/11/2002,-0.82198463,-0.359396524,-0.565652209,-0.819123452
11/11/2002,-2.048479833,-0.435958573,-1.29851839,-0.318476366
12/11/2002,0.778858145,0.936193009,-0.324838771,-0.211751585
13/11/2002,0.009275352,-0.15112488,-0.046151914,0.772653422
14/11/2002,2.459286539,2.30643582,0.718489826,0.258911457
15/11/2002,0.55235247,0.071375221,0.835190553,0.420219185
18/11/2002,-0.974816815,-1.954830405,-1.217951487,-2.279612456
19/11/2002,-0.278430944,1.25110127,-0.301114974,1.598741515
20/11/2002,1.886491682,1.713851825,1.465258526,0.636850758
21/11/2002,2.129115855,3.165013292,0.760949206,0.971426383
22/11/2002,-0.278617367,-0.321182183,-0.022274582,0.940035485
25/11/2002,0.179978477,-0.083533434,0.351534756,0.138631381
26/11/2002,-2.102189496,-2.302567333,-1.330719133,-1.004015449
27/11/2002,2.694721367,2.289739438,1.941325116,1.510051797
29/11/2002,-0.383652462,-1.38815185,-0.511403648,-1.108924911
02/12/2002,-0.118492979,-1.206821233,-1.771788517,-2.572113391
03/12/2002,-1.396251783,0.143504803,-0.722223118,1.143167418
04/12/2002,-0.326240954,-0.377254094,0.633646059,0.634343913
05/12/2002,-1.113658225,-1.875873065,-0.927688618,-1.002402021
06/12/2002,0.635530862,0.910662464,1.131527447,0.734151761
09/12/2002,-2.264063212,-0.207363778,-1.436593486,0.319290549
10/12/2002,1.370894883,1.747346677,0.982263819,0.637024423
11/12/2002,0.141129013,0.489426163,1.01210347,0.907325868
12/12/2002,-0.386808344,0.099993322,-0.429305237,0.298889247
13/12/2002,-1.333622583,-1.435619716,-0.256923,-0.366886432
16/12/2002,2.41583812,2.61507432,1.73022199,2.800253865
17/12/2002,-0.850650528,-1.181679576,-0.758269418,-1.135540946
18/12/2002,-1.36990406,-1.438219346,-0.67924359,-0.850964018
19/12/2002,-0.66224368,0.305139348,-1.074493565,-0.68700752
20/12/2002,0.736551285,2.43532767,0.490668253,1.085599046
23/12/2002,0.287594485,-0.01441328,0.088258438,0.354599291
24/12/2002,-0.469914288,-0.515001417,-0.067899603,-0.374640258
26/12/2002,-0.53959189,0.099838674,-1.118852554,-0.990373404
27/12/2002,-1.541494308,-0.850100597,-1.409730529,-0.974384267
30/12/2002,0.498607765,0.89209548,0.737532013,1.190532713
31/12/2002,0.111391433,-0.302332818,0.067198775,-0.262129398
02/01/2003,3.365781553,1.740907224,2.501317692,1.196515682
03/01/2003,-0.144368225,-0.62479001,0.186089975,-0.358819916
06/01/2003,2.246553724,1.682199781,1.857811301,2.101905962
07/01/2003,-0.58317535,-0.055380546,-0.281888059,0.602857802
08/01/2003,-1.470943229,-0.294657043,-1.015802692,-0.199286411
09/01/2003,1.995987822,1.455461365,1.155059418,0.639531582
10/01/2003,-0.001474447,-0.277052959,0.776895776,0.738497755
13/01/2003,-0.109048763,0.529519822,-0.869303276,-0.278401756
14/01/2003,0.599500814,0.582498912,0.871059803,0.914970276
15/01/2003,-1.424016063,-1.388435349,-0.693091907,-0.434991078
16/01/2003,-0.327773078,-0.54688527,-0.848821258,-0.352769712
17/01/2003,-1.449803794,0.744510918,-0.650358076,0.940162
21/01/2003,-1.57240164,-0.927007732,-1.669457215,-0.621100352
22/01/2003,-1.142498898,-0.056221069,-0.600616837,0.436196532
23/01/2003,1.161049602,1.335393398,0.515841036,0.746688557
24/01/2003,-3.121058065,-2.875591946,-1.898748417,-1.283311715
27/01/2003,-1.596364164,-1.332878308,-0.270203164,-0.726351382
28/01/2003,1.330700181,0.754109022,0.464219192,0.272219808
29/01/2003,0.807659691,0.849862735,2.034411036,2.789681938
30/01/2003,-2.310852036,-1.229586585,-1.846960399,-0.49678201
31/01/2003,1.216863741,1.901801578,1.055586329,1.510883152
03/02/2003,0.543911679,-0.000305691,0.138232532,-0.031124465
04/02/2003,-1.309219917,-1.876566008,-0.000897925,-0.743593925
05/02/2003,-0.579723877,-0.161933429,-0.998383166,-0.308924434
06/02/2003,-0.511929334,0.04223543,-0.761538626,0.216324797
07/02/2003,-1.053357774,-0.734839742,-1.736350966,-1.7265878
10/02/2003,0.774554705,0.570675192,0.370115605,0.069649933
11/02/2003,-0.876109709,-0.973492818,-1.407692705,-1.381730187
12/02/2003,-1.181538732,-0.447465295,-0.906984272,-0.714117237
13/02/2003,-0.118504641,0.575933625,0.169729782,0.403433534
14/02/2003,2.12983674,1.932624875,1.398063626,1.451641444
18/02/2003,1.968965028,1.354994732,-0.106662081,0.198758469
19/02/2003,-0.753504853,-0.230189436,-0.670976257,-0.233054061
20/02/2003,-0.937589339,-0.12297372,-0.969256933,-0.204212905
21/02/2003,1.496554891,1.408257399,1.143454797,0.898888456
24/02/2003,-1.978720542,-2.416685546,-0.855603983,-1.457239773
25/02/2003,0.759412822,0.666506642,1.435392475,1.10387573
26/02/2003,-1.35226485,-1.107659252,-0.705757184,-0.222467105
27/02/2003,1.14517565,1.293666321,0.618667979,0.969967149
28/02/2003,0.601975048,-0.073399447,-0.47449578,-0.954764672
03/03/2003,-0.77383259,-0.757357502,-1.809137231,-2.232966765
04/03/2003,-1.442546897,-0.558188932,-1.06991297,-0.4139781
05/03/2003,0.911645669,0.379465399,0.794286988,0.851183288
06/03/2003,-0.881009643,-0.148351238,-0.073300487,0.48779493
07/03/2003,0.755727168,1.267205572,1.826244683,1.38551461
10/03/2003,-2.56649577,-3.109149115,-1.841403289,-2.181386943
11/03/2003,-0.843581928,-2.044683969,-1.245446057,-1.950447304
12/03/2003,0.553965978,0.590171765,0.247549407,-0.005501669
13/03/2003,3.383791436,2.75565164,1.482576183,1.410152849
14/03/2003,0.128564403,-0.180129768,0.142351472,-0.01898207
17/03/2003,3.465773156,2.459531126,4.137948144,3.297501321
18/03/2003,0.423021488,-0.815514977,0.275377144,-0.849144755
19/03/2003,0.922627974,1.535339242,0.980061235,0.762293211
20/03/2003,0.156910379,0.114374569,0.895499163,0.964462717
21/03/2003,1.875546494,1.371141801,1.334175475,1.068261475
24/03/2003,-3.620063782,-2.312771802,-1.422614145,-0.97203235
25/03/2003,1.291160277,0.795275331,1.22332123,0.547552638
26/03/2003,-0.536127534,-0.972679647,0.139928624,-0.829680527
27/03/2003,-0.162851606,-0.439949359,0.644786319,0.201641587
28/03/2003,-0.563165066,0.524469176,-0.104926138,1.081562562
31/03/2003,-1.836163264,-2.542629831,0.057742785,-1.010581189
01/04/2003,1.272006967,1.777692569,0.74694384,0.69067721
02/04/2003,2.646438039,2.698500212,0.70357039,1.192354889
03/04/2003,-0.55813425,-0.936476981,-0.306691244,-0.506731655
04/04/2003,0.327421285,1.307662188,-0.544931909,0.398768833
07/04/2003,0.099988591,-0.732093267,-1.879307359,-1.56522178
08/04/2003,-0.149526859,2.067026746,-0.023558247,2.031799383
09/04/2003,-1.385351733,-0.864828343,-0.651325277,0.507724467
10/04/2003,0.651847844,1.401038518,0.561643022,0.754430897
11/04/2003,-0.288548465,0.323522707,-1.583263459,-0.908664189
14/04/2003,1.906951752,0.852652886,1.350243833,0.625309781
15/04/2003,0.648828724,1.108167919,0.751618682,1.257602577
16/04/2003,-1.3192738,-0.931934933,-1.676318012,-1.234163574
17/04/2003,1.617045101,1.334170101,1.404804164,0.729926319
21/04/2003,-0.146992121,0.043115041,-0.458360369,-0.014623862
22/04/2003,2.186036621,1.959844168,2.393629518,2.304722012
23/04/2003,0.760626412,0.298902913,0.749554234,1.090076171
24/04/2003,-0.818616087,-1.118613778,-0.121241466,-0.393571747
25/04/2003,-1.400750212,-1.325326471,-1.125000571,-1.260496145
28/04/2003,1.888554792,1.601955758,1.501240949,1.128714533
29/04/2003,0.335362597,0.043267726,0.009947473,0.067365013
30/04/2003,-0.295039632,0.300805844,0.770300162,1.109942142
01/05/2003,0.107191913,0.529523577,0.097071929,0.839027145
02/05/2003,1.509492361,0.968860657,1.240147518,0.602970863
05/05/2003,-0.42014023,-0.949545026,-0.033078135,-0.24837082
06/05/2003,0.908927987,0.40686445,0.321858823,-0.080707473
07/05/2003,-0.471674648,-0.131486805,-0.172204177,0.242411195
08/05/2003,-0.99207891,-0.70002548,-0.228035549,0.053806625
09/05/2003,1.405179148,0.381908563,0.856372648,-0.1897256
12/05/2003,1.272222327,0.703826889,1.559560467,1.012198311
13/05/2003,-0.254507444,-0.050704179,0.041421161,-0.174959004
14/05/2003,-0.318784628,-0.550247327,-0.671988187,-0.621047176
15/05/2003,0.822159216,0.758026664,0.241424271,0.255814772
16/05/2003,-0.29610055,-0.428077575,-0.158801006,-0.256227761
19/05/2003,-2.446276659,-2.030693443,-1.683591291,-1.725570366
20/05/2003,0.030889963,0.098190811,-0.606567092,-0.249446903
21/05/2003,0.25750817,0.68879421,0.550663523,0.700336816
22/05/2003,0.985416114,0.357671526,0.984753937,0.559679094
23/05/2003,0.115964789,0.743984818,0.52263551,0.774965596
27/05/2003,1.931395991,1.650951974,2.542405787,2.259958129
28/05/2003,0.228699712,-0.787502097,0.061654203,-0.695767027
29/05/2003,-0.440539728,-0.9577133,-0.408656345,-0.62319621
30/05/2003,1.631607106,0.923229483,0.755543172,0.700159031
02/06/2003,0.246254495,-0.037559711,-0.26789336,-0.81856671
03/06/2003,0.522518113,2.19252966,0.440830668,1.132738645
04/06/2003,1.49304241,1.231892537,1.522283432,1.457801009
05/06/2003,0.411973973,0.206825784,1.009722096,0.48326588
06/06/2003,-0.272443317,0.174062841,-1.520319399,-0.581173255
09/06/2003,-1.135794666,-1.253454115,-0.92574826,-1.025320832
10/06/2003,0.952630727,1.666082336,0.009233274,1.375891253
11/06/2003,1.293273331,1.755501098,1.507680978,1.377564928
12/06/2003,0.168622064,0.235317582,-0.229742361,0.116789269
13/06/2003,-1.044118874,0.044099126,-1.270851496,-0.316147443
16/06/2003,2.200563417,1.761962155,1.418692103,1.240156507
17/06/2003,0.048622195,-0.030865651,0.215190952,0.171909241
18/06/2003,-0.098965741,-0.056036739,0.265782069,-0.01002075
19/06/2003,-1.528529644,-1.511425655,-1.657764044,-1.590717864
20/06/2003,-0.26103567,0.628812035,-0.252009802,0.230684212
23/06/2003,-1.383842273,-1.128871885,-0.759895649,-1.463327702
24/06/2003,0.283373285,-0.470393527,-0.051569322,0.647230953
25/06/2003,-0.84595283,1.452417081,-0.906341824,1.807506108
26/06/2003,1.117629776,1.307722137,0.914673069,0.442987306
27/06/2003,-1.027530033,0.044279875,-0.713731901,0.140808826
30/06/2003,-0.174811426,-0.45937424,-0.33669066,-0.298821394
01/07/2003,0.895905364,1.036621416,1.266883087,1.363289034
02/07/2003,1.038859495,0.44358832,0.6740656,0.651509635
03/07/2003,-0.908763883,-0.317414766,-0.486188535,-0.159506906
07/07/2003,2.085474497,1.163056888,0.577484221,0.623071229
08/07/2003,0.339284124,0.734388266,0.603812715,0.851981147
09/07/2003,-0.499571025,0.583379742,-0.080255136,0.639695249
10/07/2003,-1.352379647,-0.212210322,-0.714432936,0.015761613
11/07/2003,0.982348185,1.527720065,0.346566288,0.768603752
14/07/2003,0.546911055,0.754290693,-0.605488696,-0.998732992
15/07/2003,-0.318936192,0.056837168,-0.825173907,-0.926268554
16/07/2003,-0.610292934,-0.803654949,-1.070426837,-0.720926587
17/07/2003,-1.24149746,-1.410330659,-1.042732059,-0.838536217
18/07/2003,1.069409466,1.916055921,0.574649023,1.373944825
21/07/2003,-1.355830027,-1.264153986,-0.893217778,-0.773188388
22/07/2003,0.911323732,1.474097884,0.697803717,0.777743798
23/07/2003,0.150432867,0.333097028,0.261331171,0.436593919
24/07/2003,-0.749261787,-1.636683408,-1.008869366,-1.32506422
25/07/2003,1.710458861,1.918143018,1.437686313,1.102567152
28/07/2003,-0.150548876,-0.676295135,-0.340762307,-0.453500278
29/07/2003,-0.723181643,-0.075940931,-0.70342992,0.064423003
30/07/2003,-0.19233762,0.056837168,-0.172243026,0.064443441
31/07/2003,0.331661285,-0.269822127,-0.131243359,-0.646109138
01/08/2003,-1.052466762,-2.222952708,-0.56810293,-2.020901354
04/08/2003,0.334049818,1.21548442,0.650437575,0.965230302
05/08/2003,-1.872748081,-2.46237529,-1.412975006,-1.399855793
06/08/2003,0.308260058,1.330580663,0.432226398,0.499982213
07/08/2003,0.778391587,-0.079749431,0.985343888,1.139180571
08/08/2003,0.361092158,1.070568188,-0.133314548,0.472234528
11/08/2003,0.298975943,-0.832716511,0.019427278,-0.571921607
12/08/2003,1.029228652,1.179820525,0.746882439,0.657325783
13/08/2003,-0.656049683,-0.855397955,-0.80865676,-0.855269178
14/08/2003,0.674600387,0.809416132,0.837025305,1.128714533
15/08/2003,-0.000772375,0.093703528,0.210274158,0.187851763
18/08/2003,0.989185203,-0.349442246,0.458138905,-0.206188889
19/08/2003,0.327177467,0.327873431,-0.040667264,-0.366511809
20/08/2003,-0.308626764,0.621186598,0.048885518,0.722068297
21/08/2003,0.406495338,-0.852595179,0.078364934,-0.617851255
22/08/2003,-1.126987247,-3.243958193,-1.620004564,-2.542299588
25/08/2003,0.069401619,-0.866127979,0.199744196,0.07884618
26/08/2003,0.389237813,0.468095941,0.439543227,-0.075345961
27/08/2003,0.059163105,-0.380181523,0.148884918,-0.255266656
28/08/2003,0.605995173,1.031078946,0.466090851,0.801896467
29/08/2003,0.424870646,1.160559124,0.761444265,1.375062273
02/09/2003,1.508788919,0.30885343,0.703123756,-0.399568928
03/09/2003,0.397625354,-2.054394752,0.096104701,-0.676580535
04/09/2003,0.231895586,-1.955564402,0.376917976,-1.299589029
05/09/2003,-0.718494587,-0.061265333,-0.059195634,-0.15587418
08/09/2003,1.084502449,1.049790192,0.656871906,0.365641252
09/09/2003,-0.832488605,-0.94924697,-0.476326949,-0.418117564
10/09/2003,-1.193026409,-1.651700519,-0.774312129,-0.239750438
11/09/2003,0.587793414,1.000804823,0.145794194,0.76937617
12/09/2003,0.233895789,0.413485059,0.586993245,0.092948515
15/09/2003,-0.376797211,1.522832009,-0.259908455,1.58399347
16/09/2003,1.395113582,0.54938515,0.999353191,0.298699879
17/09/2003,-0.309951038,0.816807335,-0.320814691,0.439162335
18/09/2003,1.337495071,2.252496158,1.374851321,2.142409896
19/09/2003,-0.720024493,-0.396107743,-0.23160071,-0.839686982
22/09/2003,-1.328731811,-0.829805753,-0.566311793,-0.189089485
23/09/2003,0.641726986,0.703596128,0.592402458,0.414124312
24/09/2003,-1.850788065,-0.895732428,-1.733093705,-1.101875982
25/09/2003,-0.585374567,0.171625778,-0.34707304,-0.392302236
26/09/2003,-0.598932316,0.565420591,-0.060790121,0.688507099
29/09/2003,0.894435137,-0.184417473,0.357382713,0.680557449
30/09/2003,-1.015996546,-0.734487957,-0.52017211,-0.036585696
01/10/2003,2.139650694,1.557564812,1.519368274,0.826775068
02/10/2003,0.349871136,-0.044198456,0.558009251,0.319173259
03/10/2003,0.896406184,0.699197208,-0.638704494,-0.248187296
06/10/2003,0.453763474,0.969172434,0.4917377,0.889530418
07/10/2003,0.461394827,0.081715884,0.982716562,0.800823167
08/10/2003,-0.442844124,-0.098756453,-0.183827741,0.539084761
09/10/2003,0.440277327,0.634424713,-0.537349063,-0.120752244
10/10/2003,0.039990241,0.624950342,-0.202365831,0.286999355
13/10/2003,0.659746365,0.731893429,-0.029525246,0.126015953
14/10/2003,0.418429545,0.800244406,0.733382778,0.856003137
15/10/2003,-0.285527772,-0.253259454,-0.513622178,-0.014464461
16/10/2003,0.313573799,-0.266442262,0.360353537,-0.02076302
17/10/2003,-1.040653163,-0.175593055,-1.136027203,-0.436650864
20/10/2003,0.564247592,-0.249817473,0.266865455,0.335944371
21/10/2003,0.146585618,-0.361728013,0.504322157,0.027952384
22/10/2003,-1.424571684,0.007478825,-0.581593882,0.21355723
23/10/2003,0.269931,0.917110385,0.434621756,0.483073565
24/10/2003,-0.425528947,0.191352627,0.054965962,0.077071456
27/10/2003,0.17375703,-10.54305271,-0.531556704,-1.640669437
28/10/2003,1.534704269,-1.297400066,1.014728319,-1.528123777
29/10/2003,0.228020981,2.51904412,0.303661176,1.799447745
30/10/2003,-0.157117993,1.032976496,-0.39016972,0.560581775
31/10/2003,0.327557847,0.693528535,0.036980863,0.451164346
03/11/2003,0.85937965,0.360487807,0.555261306,0.370628806
04/11/2003,-0.499919525,-0.379123626,-0.076540894,-0.541282261
05/11/2003,-0.113696806,0.926866384,0.027507131,0.554137388
06/11/2003,0.556756425,0.906348909,0.887157037,1.259396051
07/11/2003,-0.396328185,-0.845188688,-0.735918196,-0.392037231
10/11/2003,-0.568952716,-0.668042448,-0.617568918,-0.672794162
11/11/2003,-0.06680644,-0.062281369,-0.010410411,0.080000882
12/11/2003,1.191489906,0.466538395,0.972782783,0.873441255
13/11/2003,-0.000127121,-0.511909819,0.319313311,-0.264186121
14/11/2003,-0.745801383,-0.95636974,-0.97072804,-0.731936196
17/11/2003,-0.675203031,-0.023591791,-0.010424003,0.120600457
18/11/2003,-0.852964135,-0.832177308,-0.907782094,-0.659129192
19/11/2003,0.861975129,0.67728696,0.554180541,0.592495556
20/11/2003,-0.843424426,-0.387877533,-0.135229168,0.269765645
21/11/2003,0.124671076,0.488104683,-0.097005573,0.35038799
24/11/2003,1.610987542,0.833800219,0.692856342,0.120568204
25/11/2003,0.292615171,0.256797242,0.442854868,0.748023254
26/11/2003,0.357625749,0.521861589,0.121322745,0.892924792
28/11/2003,0.131381223,0.043580722,0.168211472,0.093311778
01/12/2003,0.980791634,1.269132948,0.679789117,0.803831891
02/12/2003,-0.279325137,0.357628606,-0.084739749,0.144707065
03/12/2003,-0.111998976,-1.442993605,-0.550119692,-0.554853359
04/12/2003,0.521356914,0.030322518,0.09232479,0.212991502
05/12/2003,-0.811318585,-0.301800395,-0.169216649,-0.635275582
08/12/2003,0.690470539,1.08941187,0.474472313,0.67468767
09/12/2003,-0.840601349,-0.630359933,-0.980520444,-0.654109935
10/12/2003,-0.084559693,0.282017739,-0.338894679,0.239141532
11/12/2003,1.213041112,0.492510179,0.883692786,0.396445823
12/12/2003,0.259402862,-0.022235056,0.175019902,-0.091536008
15/12/2003,-0.510206336,0.713869755,-1.174717956,-0.482813726
16/12/2003,0.630481744,1.564730031,0.592080742,1.603763236
17/12/2003,0.120129867,0.520218097,0.295151879,0.362205463
18/12/2003,1.193264218,1.155187929,0.952712822,1.445324099
19/12/2003,-0.512154728,0.361212799,-0.010064248,0.065597694
22/12/2003,0.402886551,0.158090182,0.273777215,-0.149569016
23/12/2003,0.310301805,0.328447732,0.126711243,0.431608937
24/12/2003,-0.145685711,0.037911514,0.099499108,-0.148827136
26/12/2003,0.173344297,0.484941574,-0.055527809,0.771671422
29/12/2003,1.222289229,0.932499506,0.659170478,0.5902698
30/12/2003,0.036264691,0.280773564,-0.117851742,0.388830947
31/12/2003,0.027264199,-0.167099228,-0.05471924,-0.03433062
02/01/2004,-0.143733094,-1.499614486,-0.709834354,-1.41667773
05/01/2004,1.217938618,0.397811167,0.471916194,-0.186603375
06/01/2004,0.231507542,-0.094563315,0.390387589,0.103411688
07/01/2004,0.248732696,-0.14538737,0.301056123,0.052927442
08/01/2004,0.389453521,-0.006441958,0.273014329,0.027610987
09/01/2004,-0.690306868,-0.692896314,-0.063073173,-0.468832852
12/01/2004,0.52336973,0.260710837,0.203011893,0.142257203
13/01/2004,-0.575936462,-0.057790623,-0.781943877,0.065801415
14/01/2004,0.762324315,1.033320737,0.405930265,0.661427792
15/01/2004,0.220878323,-1.187623337,-0.062574653,-1.509559356
16/01/2004,0.623905437,1.023273988,0.165644603,0.700504433
20/01/2004,0.026780822,1.226882598,-0.167207211,0.655268783
21/01/2004,0.706993166,2.405523622,0.916579785,2.107669024
22/01/2004,-0.277943611,-0.102116219,-0.392253819,-0.326300912
23/01/2004,-0.30499815,-0.532266156,-0.654580473,-1.329616022
26/01/2004,1.251851186,1.268083395,0.893865461,1.425349084
27/01/2004,-0.945178749,-0.223258004,-0.859570099,-0.336288363
28/01/2004,-1.280612229,-1.727276596,-1.638914666,-1.961886534
29/01/2004,0.449882339,0.515127435,0.298319054,0.834514336
30/01/2004,-0.24604019,0.72194616,0.210667739,0.988960307
02/02/2004,0.361264452,0.130465837,-0.036090606,0.027979627
03/02/2004,0.114630937,0.044569487,0.368398195,0.396512264
04/02/2004,-0.810148591,0.289666144,-0.071550582,0.419682613
05/02/2004,0.247865135,0.459940383,0.016768359,0.407196418
06/02/2004,1.202481296,0.906563087,1.043016989,0.355381994
09/02/2004,-0.274573831,-1.220474767,-0.123125983,-0.616668256
10/02/2004,0.502220272,-0.065666829,0.356852991,-0.05171381
11/02/2004,1.117128123,0.55815264,1.297259639,0.934389135
12/02/2004,-0.430664974,-0.370957899,-0.251167743,-0.16751752
13/02/2004,-0.484724006,0.007829571,-0.736991312,-0.424450535
17/02/2004,0.925998887,0.4482271,0.188675591,-0.197384421
18/02/2004,-0.422094483,-0.469447628,-0.302921713,0.077062429
19/02/2004,-0.371875491,-0.151995289,-0.682728556,-0.069964925
20/02/2004,-0.181846242,0.130592549,-0.235650022,0.163345352
23/02/2004,-0.382796595,0.864576231,-0.340456826,0.688707708
24/02/2004,-0.06932384,-0.554486413,0.147879068,-0.278632875
25/02/2004,0.410357065,0.362966103,0.330199354,0.040268413
26/02/2004,0.122333589,0.31326322,0.573916408,0.676356185
27/02/2004,0.026657587,0.020245108,0.042499202,0.565652968
01/03/2004,0.917625384,0.227485673,0.508492341,-0.117757511
02/03/2004,-0.543403084,0.542805807,-0.36334223,0.294983816
03/03/2004,0.199603292,0.165855409,0.33271734,0.9897582
04/03/2004,0.32855767,-0.489446437,0.188986475,-0.397262669
05/03/2004,0.190037183,0.808720409,0.722744102,0.828390104
08/03/2004,-0.863111956,-0.354785689,-0.725226349,0.173577528
09/03/2004,-0.521322162,-0.747064847,-0.340604711,-0.398970946
10/03/2004,-1.466766207,-2.131542182,-1.204303023,-1.358875317
11/03/2004,-1.461929464,-0.721181564,-0.581645593,-0.485521481
12/03/2004,1.214593278,1.234058027,0.427024632,0.540582152
15/03/2004,-1.447863915,-1.007069231,-0.905719328,-0.461111429
16/03/2004,0.619744974,0.908865878,-0.045602651,0.315062491
17/03/2004,1.157230116,0.181525463,0.601513535,-0.344132829
18/03/2004,-0.096956953,-0.155225532,0.202831274,0.177845822
19/03/2004,-1.436017002,-0.255838967,-0.716784652,-0.340446667
22/03/2004,-1.384286247,-1.292574821,-0.44641396,-0.743950126
23/03/2004,-0.081890668,-0.248351268,-0.128124406,-0.111996557
24/03/2004,-0.209862793,-0.159902893,-0.475741298,-0.278467115
25/03/2004,1.560256513,1.790289822,1.038189806,1.453897911
26/03/2004,0.045269233,0.48242299,0.260069602,0.741410637
29/03/2004,1.216533475,1.310499711,0.46314003,0.28751789
30/03/2004,0.417330562,0.916582085,0.371872543,0.555986649
31/03/2004,-0.061571268,-0.901636623,0.202885426,-0.671740487
01/04/2004,0.583456515,0.647753574,0.166746707,-0.290634517
02/04/2004,0.790152318,-0.954767807,-0.228111167,-1.141283794
05/04/2004,0.810115286,0.810345767,0.460473949,0.263233946
06/04/2004,-0.225089583,0.938979619,0.129621997,0.849393828
07/04/2004,-0.513510539,-0.567208908,-0.201657387,-0.327018973
08/04/2004,-0.183099664,-0.497044487,-0.855082497,-0.917264068
12/04/2004,0.541771918,1.161549519,0.103659024,0.297133578
13/04/2004,-1.358207388,-1.716608326,-1.472801142,-1.487231106
14/04/2004,-0.123204244,-0.478889523,0.211754999,-0.247285701
15/04/2004,0.035785315,0.256512761,-0.344556016,-0.246318288
16/04/2004,0.49405,0.740196974,0.589334154,0.462419525
19/04/2004,0.141079773,0.60018254,0.139761438,0.460437099
20/04/2004,-1.539359642,-1.182336062,-1.280421228,-0.712868056
21/04/2004,0.613882866,0.628764625,0.782093885,0.800254629
22/04/2004,1.443843408,0.982369782,1.435060325,0.731032231
23/04/2004,-0.025683572,0.056837168,0.016584592,0.335435274
26/04/2004,-0.402410072,-0.127585335,-0.736195356,-0.045858937
27/04/2004,0.28100274,0.694719606,-0.246081936,0.224035693
28/04/2004,-1.463349471,-1.000333096,-0.487301714,-0.156654727
29/04/2004,-0.650263581,-0.326992933,-0.669856403,-0.467755726
30/04/2004,-0.600646711,-0.104563327,-0.654056423,-0.294283661
03/05/2004,0.89602038,0.676187593,0.383631947,0.412062125
04/05/2004,0.214166074,0.709187318,0.016933744,0.459142994
05/05/2004,0.204865741,0.105898864,0.443586761,0.347261962
06/05/2004,-0.668028726,-1.724726716,-0.116860652,-1.039749533
07/05/2004,-1.368318126,-1.89696545,-1.186043778,-1.721226554
10/05/2004,-1.057134062,-0.799671744,-0.696807702,-0.281171915
11/05/2004,0.803328718,0.824202489,0.0629503,0.681049793
12/05/2004,0.281631398,2.349128974,0.590469854,1.609765129
13/05/2004,-0.135888891,-0.09269557,-0.046305001,0.027831376
14/05/2004,-0.090647444,0.09424132,0.062614303,-0.195712569
17/05/2004,-1.059764936,-0.443038904,-0.129420848,-0.05996966
18/05/2004,0.777946779,1.338985808,0.154162077,0.176719467
19/05/2004,-0.255432028,-0.128863907,-0.627631436,-0.268430974
20/05/2004,0.082368091,0.920506941,0.017360245,0.557447254
21/05/2004,0.410333222,0.216414934,-0.210379308,-0.217701142
24/05/2004,0.154716701,0.167165098,-0.445363259,-0.327243944
25/05/2004,1.657887079,1.056479772,1.759313609,1.460294723
26/05/2004,0.152132519,0.637390322,0.213541042,0.718565588
27/05/2004,0.569799974,-0.378261416,0.265224825,-0.443349988
28/05/2004,0.009275352,0.841060286,0.007978733,0.558622898
01/06/2004,-0.008470877,-0.171761861,0.034622899,0.016154596
02/06/2004,0.39012697,0.177217584,0.229007561,0.946235835
03/06/2004,-0.727163805,-0.075589265,-0.222853892,0.41351549
04/06/2004,0.568754632,0.741154623,-0.080575677,0.51988564
07/06/2004,1.529715944,1.352546231,0.893687939,0.870739434
08/06/2004,0.1661518,-0.571089781,0.287123221,-0.209093469
09/06/2004,-0.918115372,-0.658814742,-0.595981505,-0.400812352
10/06/2004,0.474045777,0.849711452,0.121715507,1.032091086
14/06/2004,-0.975434557,-1.90395118,-0.397496515,-1.087788671
15/06/2004,0.678527586,2.071052248,-0.141322733,1.030670877
